8071,7575,8561,8886,8527,9206,9615,9543,9582,9943,10001,8316,8401,8250,6942,7388,7554,4616,5144,5470,4798,5618,5930,7700,7861,7365,8469,8594,8147,8542,8750,8450,8612,8769,8555,8741,8568,8193,7256,7596,7687,7602,7902,8303,5299,5960,6441,7183,7264,6643,8144,8120,7614,7264,7838,7609,7311,7642,7383,8353,7976,7515,6759,6933,7017,5998,6257,6458,5112,5834,6176,6583,6609,5962,7852,7780,7255,6237,6956,6777,5882,6379,6254,7531,7157,6642,4877,5033,5132,3893,4150,4290,4915,5616,5971,6353,6448,5887,6963,7040,6660,5512,5787,5983,5659,5800,5956,5818,5690,5622,4606,4786,4834,3416,3784,3956,3649,4312,4592,4693,5129,5141,2185,2862,3702,2246,3239,4390,1703,2299,3204,1769,2290,3314,4931,5137,5072,3316,3867,4103,1801,2182,2213
6275,6333,5798,6423,6515,5944,6424,6544,5858,6274,6386,5434,5881,6138,4778,5152,5542,4202,4673,4988,3699,4222,4434,6425,7056,6973,6891,7370,7195,7417,7683,7466,7703,7947,7676,7446,7737,7642,6242,6536,6589,5249,5570,5758,4214,4647,4873,7774,7931,7125,8575,8581,7644,9377,9216,8338,10251,10258,9585,11518,11860,11709,8982,9321,9438,6379,6723,6815,5065,5540,5645,7012,6959,6568,8622,8595,7753,9422,9172,8382,10116,9956,9392,10802,10719,10580,9685,9726,9815,7356,7710,7892,5465,5861,6074,6435,6596,5800,7955,8003,7348,8454,8381,7762,8916,8750,8183,9102,8971,8538,8302,8251,8219,5679,5787,6038,4229,4503,4655,5945,6117,5539,6968,7057,6534,6458,6895,6833,7303,7227,6826,7523,7430,7108,6256,5972,6282,2824,2628,3200,3658,4232,4057
6823,6538,6764,7176,6408,6229,6232,5799,7090,6751,6615,6905,6498,6437,6474,6197,6154,5735,5516,5372,3110,2948,3257,11675,12220,11118,11930,12290,11396,8388,8861,7591,7754,7221,7113,7623,7040,6863,7074,6551,6461,6078,5667,5371,2466,2364,2532,12400,12400,12400,11927,12127,11901,7624,7915,7395,7618,7017,6753,7080,6823,6787,7150,6542,6447,5992,5606,5090,1959,1823,1903,8444,9250,9438,8902,9117,9439,7735,7723,8172,6733,6030,5990,6621,6440,6684,6204,5615,5620,5349,4922,4492,1874,1806,1674,2003,1735,2189,1979,1639,2068,2896,2229,2814,5734,5099,4752,3207,3752,4269,4294,3697,4018,4467,4027,3681,2061,2110,2265,1638,1355,1901,2186,1802,2259,3745,3243,3382,3838,3426,3871,3309,3142,3883,3709,3292,3646,3415,3212,2912,1315,1225,1080
5491,5490,6025,6059,5955,6840,6843,6602,6979,6889,6630,6796,6766,6655,6274,6344,6387,5326,5809,6282,6727,7240,7634,6389,7084,6226,5832,6111,5697,7467,7329,6983,7675,7430,7135,7508,7292,7037,6978,6744,6610,4107,4344,4505,2625,2894,3419,11848,12255,11481,7904,8146,7681,7708,7473,7042,7979,7641,7248,7823,7530,7172,7245,6927,6589,2721,2623,2870,746,765,1153,11121,11364,11306,5607,5897,5925,7008,6799,6344,6746,7044,6678,7191,6897,6559,6960,6615,6310,2378,2236,2441,572,520,900,8201,9102,9236,6337,6595,6971,5363,5200,4935,6207,6304,6334,5477,5347,5191,5808,5580,5351,2639,2721,2869,1362,1453,1774,993,1143,1504,1402,1402,1756,4497,4299,4112,2962,3733,4118,2517,2669,2821,4393,4283,4224,2279,2443,2608,1150,1213,1442
5900,5789,5982,6238,6005,7196,7288,7119,7315,7350,7194,7235,7256,7217,6523,6717,6841,5714,6281,6701,6175,6778,7229,6455,7149,6530,6216,6404,6055,7847,7768,7537,8089,7861,7592,7939,7734,7609,7397,7219,7165,4569,4951,5244,5015,5305,5684,11872,12241,11550,7278,7491,7157,8174,7930,7633,8384,8065,7755,8275,7960,7706,7660,7369,7144,2225,2315,2487,889,1071,1186,10606,10856,10792,5748,6065,5838,7710,7529,7117,7184,7452,7212,7839,7547,7263,7379,7066,6827,1658,1766,1839,583,713,755,9125,9855,9991,5739,6053,6220,6427,6329,6024,6679,6830,6907,6243,6102,5902,6265,6124,5929,2027,2226,2370,1147,1296,1282,1130,1512,1562,1717,1911,1846,5216,5196,4962,2691,3866,4214,3490,3597,3514,4914,4914,4726,2264,2624,2894,1280,1459,1557
5879,5800,5970,6147,5925,7136,7254,7074,7283,7317,7152,7178,7232,7190,6442,6664,6794,5743,6292,6751,5963,6653,7116,6260,6951,6347,6124,6336,5950,7861,7764,7465,8017,7817,7574,7882,7719,7565,7380,7186,7137,4468,4866,5060,5519,5867,6189,11748,12196,11629,7009,7272,6912,8141,7960,7608,8382,8032,7680,8242,7928,7639,7587,7321,7125,1978,2113,2218,870,1096,1196,10515,10829,10735,5692,5928,5822,7704,7553,7195,7181,7436,7126,7812,7562,7259,7323,7053,6812,1320,1438,1482,568,712,750,9281,9968,10090,5561,5849,5860,6450,6411,6068,6607,6724,6807,6264,6099,5865,6258,6084,5828,1800,2039,2039,1065,1250,1116,1115,1529,1575,1860,2066,2003,5243,5273,5047,2486,3660,4066,3620,3701,3541,4817,4789,4644,2168,2531,2874,1247,1413,1462
5641,5691,5253,5439,5293,6684,6725,6674,7324,7292,7132,7207,7240,7190,6282,6531,6775,5794,6300,6781,5486,6210,6654,5801,6386,5767,6411,6492,6205,7864,7765,7526,8057,7812,7609,7934,7719,7592,7296,7145,7050,4776,5144,5517,6638,6834,7250,11787,12264,11469,6886,7129,6738,8199,7978,7680,8387,8021,7720,8284,7955,7663,7593,7310,7137,1801,1965,2135,958,1183,1396,10855,11142,11088,6159,6336,6239,7821,7618,7295,7302,7504,7258,7952,7693,7420,7283,7002,6747,1190,1269,1337,602,702,792,9965,10475,10491,5762,5985,6050,6557,6469,6169,6588,6666,6650,6397,6208,5995,6196,6030,5761,1526,1689,1710,922,1050,965,1490,1968,2109,1878,2122,2116,5276,5293,4992,2716,3829,4321,3930,3892,3861,4772,4721,4622,2253,2630,3139,1292,1488,1594
8374,7516,5849,6153,5965,7169,7057,6967,7373,7194,7152,7144,6931,6978,6667,6527,6631,5248,5176,5378,1851,1887,2427,12126,12369,12022,9086,9232,9109,7383,7117,6986,8034,7718,7640,7825,7464,7414,7268,6950,6902,4902,4645,4876,960,741,1233,11666,11743,11728,6568,6894,7171,6627,6260,6067,7438,7556,7466,7337,7044,6938,7464,7057,6987,4480,4128,4324,870,598,1072,7202,8147,8349,7159,7369,7783,5383,5002,4898,7057,7012,7157,6294,6068,6178,6793,6406,6368,4348,4074,4268,1929,1792,2260,1359,1186,1667,1755,1448,1911,5299,4812,4761,4590,5141,5578,3221,3236,3660,5679,5354,5399,3681,3476,3819,1870,1819,2247,1220,974,1548,3100,2765,2919,4333,4091,4342,3438,3416,4142,3468,3370,3992,4742,4404,4547,2672,2485,2619,776,537,775
7327,6494,5807,6029,5837,7282,7163,7058,7387,7228,7173,7237,7046,7073,6698,6596,6624,4680,4731,5096,2343,2463,2995,11976,12272,11857,7678,7876,7704,7788,7533,7358,8100,7717,7606,7924,7531,7503,7286,6967,6955,3873,3624,3930,988,728,1220,11225,11373,11358,6054,6226,6403,7582,7224,7030,7304,7488,7371,7871,7455,7315,7542,7113,7010,3325,3054,3293,834,584,1014,8898,9711,9916,7035,7169,7524,6320,5871,5699,7458,7305,7472,6803,6418,6390,6969,6557,6530,3531,3384,3690,1671,1499,1878,1441,1287,1835,1911,1647,2091,5632,5232,5141,3999,4827,5381,3651,3541,3798,5943,5550,5608,3349,3257,3706,1879,1833,2259,1205,977,1610,3090,2808,2962,4733,4510,4688,3787,3780,4474,3965,3762,4214,4881,4547,4706,2319,2095,2238,734,558,732
7533,6667,6202,6307,5966,7675,7622,7400,7790,7638,7463,7634,7491,7437,7195,6997,6976,4795,4881,4985,2435,2602,2924,12128,12341,12000,7650,7697,7380,8251,8044,7769,8561,8170,7877,8369,8017,7809,7760,7425,7266,3745,3436,3610,1081,867,1049,10964,11153,11146,6119,6171,6216,8246,7916,7567,7813,7976,7709,8412,7975,7722,8000,7594,7364,3099,2713,2767,892,681,822,9237,9917,10092,6777,6820,7034,7071,6692,6315,7837,7774,7770,7262,6906,6732,7429,7020,6814,3548,3369,3504,1837,1703,1805,1570,1453,1628,2133,1889,2021,6263,5896,5562,3881,4931,5329,4435,4182,4216,6352,6004,5850,3452,3436,3742,1986,1972,2162,1323,1061,1246,3607,3322,3084,5133,4930,4846,4063,4121,4701,4496,4263,4428,5298,4975,4980,2291,2092,2088,818,584,511
